"seq.name"	"rat.id"	"barcode"	"read.length"	"mean.read.accur"	"median.read.accur"	"sequence.run"	"subject.id"	"percent.ident"	"align.length"	"mismatches"	"gap.opens"	"query.start"	"query.end"	"subject.start"	"subject.end"	"bit.score"	"subject.descr"	"species"	"blast.genus"	"readl.alignl.ratio"	"megan.kingdom"	"megan.phylum"	"megan.class"	"megan.order"	"megan.family"	"megan.genus"
"5bcb1d23-f580-4966-a6ec-da8a9448931c runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=1132 ch=44 start_time=2017-01-26T01:27:39Z barcode=barcode08"	"PW5"	"JNB08"	714	0.857718614997051	0.9	"January"	"gi|744792802|gb|KN715791.1|"	91.28	218	19	11	121	329	94343	94128	287.351	"Arachis ipaensis cultivar K30076 chromosome B08 genomic scaffold: whole genome shotgun sequence"	"Arachis ipaensis"	"Arachis"	0.305322128851541	"2759"	"35493"	NA	"72025"	"3803"	NA
"ee658785-7f61-4152-8167-3c6ab011283f runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=1474 ch=44 start_time=2017-01-26T02:19:26Z barcode=barcode08"	"PW5"	"JNB08"	546	0.86041451364235	0.920567176527572	"January"	"gi|744792975|gb|KN715618.1|"	90.28	247	24	12	74	311	10408662	10408419	313.204	"Arachis ipaensis cultivar K30076 chromosome B05 genomic scaffold: whole genome shotgun sequence"	"Arachis ipaensis"	"Arachis"	0.452380952380952	"2759"	"35493"	NA	NA	NA	NA
"d9afc169-a585-4561-a199-bf1288e1a1e8 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=395 ch=45 start_time=2017-01-26T00:22:06Z barcode=barcode08"	"PW5"	"JNB08"	453	0.89646461517979	0.936904265551981	"January"	"gi|748405887|gb|KN724577.1|"	88.16	397	47	30	73	449	977566	977952	446.163	"Arachis duranensis cultivar V14167 chromosome A07 genomic scaffold: whole genome shotgun sequence"	"Arachis duranensis"	"Arachis"	0.876379690949227	"2759"	"35493"	NA	"72025"	"3803"	"3817"
"764a4814-1eb3-470e-a723-c05f41555436 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=3473 ch=461 start_time=2017-01-26T14:51:35Z barcode=barcode08"	"PW5"	"JNB08"	332	0.913396337107588	0.96018928294465	"January"	"gi|1189127736|ref|NC_029772.2|"	89.77	264	27	14	73	329	98330445	98330701	326.131	"Arachis duranensis cultivar V14167 chromosome A01: Aradu1.1: whole genome shotgun sequence"	"Arachis duranensis"	"Arachis"	0.795180722891566	"2759"	"35493"	NA	"72025"	"3803"	"3817"
"86af8e13-1ea5-462f-97ea-8909bd3c05c9 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=621 ch=462 start_time=2017-01-26T00:44:33Z barcode=barcode08"	"PW5"	"JNB08"	481	0.86537992022145	0.920567176527572	"January"	"gi|744792885|gb|KN715708.1|"	91.75	206	17	13	77	274	856496	856696	274.424	"Arachis ipaensis cultivar K30076 chromosome B07 genomic scaffold: whole genome shotgun sequence"	"Arachis ipaensis"	"Arachis"	0.428274428274428	"2759"	"35493"	NA	"72025"	"3803"	NA
"75eb3215-f0a2-4215-9ecf-ad96df88c539 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=1800 ch=465 start_time=2017-01-26T08:20:00Z barcode=barcode08"	"PW5"	"JNB08"	335	0.914974813622513	0.96018928294465	"January"	"gi|748404446|gb|KN726018.1|"	96.24	133	5	4	67	195	1891473	1891605	215.332	"Arachis duranensis cultivar V14167 chromosome A01 genomic scaffold: whole genome shotgun sequence"	"Arachis duranensis"	"Arachis"	0.397014925373134	"2759"	"35493"	NA	"72025"	NA	NA
"8ebafcba-55f8-4d70-865c-bde6477fe570 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=2370 ch=482 start_time=2017-01-26T03:07:19Z barcode=barcode08"	"PW5"	"JNB08"	417	0.892052581666553	0.936904265551981	"January"	"gi|748405471|gb|KN724993.1|"	86.94	360	47	25	70	414	873899	874248	381.53	"Arachis duranensis cultivar V14167 chromosome A01 genomic scaffold: whole genome shotgun sequence"	"Arachis duranensis"	"Arachis"	0.863309352517986	"2759"	"35493"	NA	NA	NA	NA
"fc8c0b1b-0760-4cc9-9281-9cea1f42296f runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=417 ch=484 start_time=2017-01-26T00:21:09Z barcode=barcode08"	"PW5"	"JNB08"	590	0.863417178430125	0.920567176527572	"January"	"gi|748405887|gb|KN724577.1|"	89.34	394	42	29	75	452	994213	993833	468.323	"Arachis duranensis cultivar V14167 chromosome A07 genomic scaffold: whole genome shotgun sequence"	"Arachis duranensis"	"Arachis"	0.667796610169492	"2759"	"35493"	NA	"72025"	"3803"	"3817"
"30fcccb2-0e58-40c6-b65c-92fcc5ed0104 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=2843 ch=485 start_time=2017-01-26T04:37:45Z barcode=barcode08"	"PW5"	"JNB08"	2235	0.93079450792443	0.968377223398316	"January"	"gi|1021079697|ref|NC_029975.1|"	76.64	2247	525	152	88	2232	3569	1373	1101.72	"Dirofilaria repens mitochondrion: complete genome"	"Dirofilaria repens"	"Dirofilaria"	1.00536912751678	"2759"	"6231"	"119089"	"6274"	NA	NA
"d8d60492-0f6d-4692-ab13-5846d6930ea8 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=723 ch=485 start_time=2017-01-26T00:56:53Z barcode=barcode08"	"PW5"	"JNB08"	355	0.870626015015489	0.920567176527572	"January"	"gi|744792730|gb|KN715862.1|"	85.42	240	35	29	69	290	62667	62439	222.718	"Arachis ipaensis cultivar K30076 chromosome B10 genomic scaffold: whole genome shotgun sequence"	"Arachis ipaensis"	"Arachis"	0.676056338028169	"2759"	"35493"	NA	NA	NA	NA
"23fa9235-25e2-42d9-b975-0595852e55b9 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=1 ch=490 start_time=2017-01-25T23:58:10Z barcode=barcode08"	"PW5"	"JNB08"	690	0.862324704797733	0.920567176527572	"January"	"gi|748405118|gb|KN725346.1|"	94.06	286	17	12	69	346	1510580	1510299	424.003	"Arachis duranensis cultivar V14167 chromosome A01 genomic scaffold: whole genome shotgun sequence"	"Arachis duranensis"	"Arachis"	0.414492753623188	"2759"	"35493"	NA	"72025"	"3803"	NA
"b87f0d9b-5c8c-49ff-bf91-0db465c65edd runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=786 ch=493 start_time=2017-01-26T01:44:51Z barcode=barcode08"	"PW5"	"JNB08"	979	0.92622461397881	0.968377223398316	"January"	"gi|299828992|ref|NC_014282.1|"	72.05	880	246	79	75	905	8918	8069	189.479	"Setaria digitata mitochondrion: complete genome"	"Setaria digitata"	"Setaria"	0.898876404494382	"2759"	"6231"	"119089"	"6274"	NA	NA
"e9123cab-495e-46aa-b851-95f034e414d2 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=3318 ch=494 start_time=2017-01-26T14:28:17Z barcode=barcode08"	"PW5"	"JNB08"	372	0.905650151950132	0.949881276637273	"January"	"gi|748404903|gb|KN725561.1|"	90.12	324	32	26	67	369	688534	688852	398.15	"Arachis duranensis cultivar V14167 chromosome A02 genomic scaffold: whole genome shotgun sequence"	"Arachis duranensis"	"Arachis"	0.870967741935484	"2759"	"35493"	NA	"72025"	"3803"	"3817"
"6bf1114a-c16e-4ac1-959e-a3a04080a7fa runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=4658 ch=49 start_time=2017-01-26T13:42:30Z barcode=barcode08"	"PW5"	"JNB08"	453	0.861621324781039	0.920567176527572	"January"	"gi|1240393457|gb|KY634870.1|"	79.03	267	56	18	135	387	272	10	167.319	"Spirocerca lupi isolate F2 cytochrome c oxidase subunit 1 (Cox1) gene: partial cds; mitochondrial"	"Spirocerca lupi"	"Spirocerca"	0.589403973509934	"2759"	"6231"	"119089"	"6274"	"103828"	NA
"4013c4f1-426c-442f-aa2a-d98aa03deb97 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=1061 ch=505 start_time=2017-01-26T01:52:22Z barcode=barcode08"	"PW5"	"JNB08"	573	0.847577472382003	0.920567176527572	"January"	"gi|748405887|gb|KN724577.1|"	86.62	299	40	24	69	353	956814	957102	309.511	"Arachis duranensis cultivar V14167 chromosome A07 genomic scaffold: whole genome shotgun sequence"	"Arachis duranensis"	"Arachis"	0.521815008726004	"2759"	"35493"	NA	"72025"	"3803"	NA
"70106613-9bb8-4e9e-a7d8-4d701da562ba runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=630 ch=508 start_time=2017-01-26T00:38:52Z barcode=barcode08"	"PW5"	"JNB08"	452	0.825376200415863	0.9	"January"	"gi|748405887|gb|KN724577.1|"	89.71	272	28	20	70	330	984031	984293	329.824	"Arachis duranensis cultivar V14167 chromosome A07 genomic scaffold: whole genome shotgun sequence"	"Arachis duranensis"	"Arachis"	0.601769911504425	"2759"	"35493"	NA	"72025"	"3803"	"3817"
"796919bd-3936-45d7-ae77-4bbd065cd3c4 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=480 ch=50 start_time=2017-01-26T00:22:11Z barcode=barcode08"	"PW5"	"JNB08"	446	0.88766580534579	0.936904265551981	"January"	"gi|1189127733|ref|NC_029775.2|"	92.39	197	15	8	64	255	65767457	65767650	274.424	"Arachis duranensis cultivar V14167 chromosome A04: Aradu1.1: whole genome shotgun sequence"	"Arachis duranensis"	"Arachis"	0.441704035874439	"2759"	"35493"	NA	"72025"	"3803"	NA
"0d14b283-3322-4d87-b798-a7d9e3b08071 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=3756 ch=53 start_time=2017-01-26T15:13:06Z barcode=barcode08"	"PW5"	"JNB08"	482	0.927899778066057	0.968377223398316	"January"	"gi|820844922|ref|XM_003692671.2|"	83.05	236	40	10	89	318	938	707	206.098	"PREDICTED: Apis florea DNA gyrase subunit B: chloroplastic/mitochondrial-like (LOC100867398): partial mRNA"	"Apis florea"	"Apis"	0.489626556016597	"2759"	"6656"	"50557"	"7399"	NA	NA
"a06711bc-b0c4-440e-b18f-a7e0c0534cf3 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=10319 ch=54 start_time=2017-01-26T10:24:07Z barcode=barcode08"	"PW5"	"JNB08"	1338	0.934745630458488	0.974881135684904	"January"	"gi|346421827|gb|JF775522.1|"	71.84	1218	343	123	87	1221	10185	11362	235.645	"Wuchereria bancrofti isolate TWG2008 mitochondrion: complete genome"	"Wuchereria bancrofti"	"Wuchereria"	0.910313901345291	"2759"	"6231"	"119089"	"6274"	NA	NA
"b4123a23-7a83-4328-a5ac-fb81054bc078 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=2919 ch=58 start_time=2017-01-26T17:23:39Z barcode=barcode08"	"PW5"	"JNB08"	1072	0.864506768280675	0.920567176527572	"January"	"gi|1092191887|dbj|AP017685.1|"	72.83	530	144	50	112	615	167	672	135.926	"Gongylonema pulchrum mitochondrial DNA: complete sequence"	"Gongylonema pulchrum"	"Gongylonema"	0.494402985074627	"2759"	"6231"	"119089"	"6274"	NA	NA
"ee79768d-6402-4d35-9bd1-7505f8a45f90 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=176 ch=5 start_time=2017-01-26T00:15:31Z barcode=barcode08"	"PW5"	"JNB08"	975	0.911658600512509	0.96018928294465	"January"	"gi|1039027699|gb|KU886067.1|"	83.77	154	25	6	143	290	295	142	141.466	"Onchocerca jakutensis voucher 23k1 NADH dehydrogenase subunit 5 gene: partial cds; mitochondrial"	"Onchocerca jakutensis"	"Onchocerca"	0.157948717948718	"2759"	"6231"	"119089"	"6274"	"6296"	NA
"37c95f19-2a97-4f95-acc2-35d9d23796b8 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=1583 ch=60 start_time=2017-01-26T03:21:10Z barcode=barcode08"	"PW5"	"JNB08"	384	0.850044681990577	0.920567176527572	"January"	"gi|744793072|gb|KN715521.1|"	79.79	292	59	36	98	357	2005594	2005307	180.245	"Arachis ipaensis cultivar K30076 chromosome B03 genomic scaffold: whole genome shotgun sequence"	"Arachis ipaensis"	"Arachis"	0.760416666666667	"2759"	"35493"	NA	"72025"	"3803"	NA
"bf3080b4-d28d-4b0d-b6c5-ec8eb1a21cb9 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=3281 ch=72 start_time=2017-01-26T04:50:29Z barcode=barcode08"	"PW5"	"JNB08"	586	0.922613282704747	0.96018928294465	"January"	"gi|1212787750|gb|KY347823.1|"	79.81	317	64	10	76	385	183	496	222.718	"Acanthocheilonema reconditum voucher ChieCal32 cytochrome c oxidase subunit 1 (COX1) gene: partial cds; mitochondrial"	"Acanthocheilonema reconditum"	"Acanthocheilonema"	0.540955631399317	"2759"	"6231"	"119089"	"6274"	"6296"	NA
"3a3a0e3f-2163-4161-88f2-13cf24e53b69 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=4627 ch=76 start_time=2017-01-26T08:11:55Z barcode=barcode08"	"PW5"	"JNB08"	378	0.897638126610593	0.936904265551981	"January"	"gi|748405887|gb|KN724577.1|"	84.73	262	40	26	72	322	974216	974462	239.338	"Arachis duranensis cultivar V14167 chromosome A07 genomic scaffold: whole genome shotgun sequence"	"Arachis duranensis"	"Arachis"	0.693121693121693	"2759"	"35493"	NA	"72025"	"3803"	"3817"
"5d9b2079-b180-4a2b-9756-181fc5c6a46e runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=4880 ch=77 start_time=2017-01-26T10:23:30Z barcode=barcode08"	"PW5"	"JNB08"	962	0.934468290198188	0.968377223398316	"January"	"gi|357018130|ref|NC_016199.1|"	73.54	824	218	60	82	869	8686	7887	259.651	"Loa loa mitochondrion: complete genome"	"Loa loa"	"Loa"	0.856548856548857	"2759"	"6231"	"119089"	"6274"	NA	NA
"51bb50f7-9ae3-4570-b161-db2521a28779 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=4569 ch=88 start_time=2017-01-26T07:41:16Z barcode=barcode08"	"PW5"	"JNB08"	497	0.925022967169099	0.96018928294465	"January"	"gi|744793075|gb|KN715518.1|"	90.55	402	38	34	69	442	1740414	1740019	501.562	"Arachis ipaensis cultivar K30076 chromosome B02 genomic scaffold: whole genome shotgun sequence"	"Arachis ipaensis"	"Arachis"	0.808853118712274	"2759"	"35493"	NA	"72025"	"3803"	"3817"
"c78f0628-d29f-4ae5-9dc9-8b12a9d4ad21 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=1513 ch=89 start_time=2017-01-26T04:36:51Z barcode=barcode08"	"PW5"	"JNB08"	595	0.900291685301748	0.949881276637273	"January"	"gi|748404903|gb|KN725561.1|"	89.46	503	53	33	72	549	688581	689075	604.975	"Arachis duranensis cultivar V14167 chromosome A02 genomic scaffold: whole genome shotgun sequence"	"Arachis duranensis"	"Arachis"	0.845378151260504	"2759"	"35493"	NA	"72025"	"3803"	"3817"
"5d4a48cf-2c2f-4bc1-9648-f3a0ed4bd28c runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=3135 ch=96 start_time=2017-01-26T13:11:12Z barcode=barcode08"	"PW5"	"JNB08"	2187	0.903994976508199	0.949881276637273	"January"	"gi|689383735|emb|LL863450.1|"	81.65	218	40	8	1214	1426	355	569	174.705	"Gongylonema pulchrum genome assembly G_pulchrum_Hokkaido :scaffold GPUH_contig0065044"	"Gongylonema pulchrum"	"Gongylonema"	0.0996799268404207	"2759"	"6231"	"119089"	"6274"	NA	NA
"6c5f704c-d13e-4d3d-a88d-e3f3cc4d3678 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=6562 ch=102 start_time=2017-01-26T09:30:44Z barcode=barcode09"	"AP11"	"JNB09"	660	0.92010964908627	0.96018928294465	"January"	"gi|950013312|ref|NW_014555639.1|"	87.17	538	69	23	75	599	2225857	2226384	590.202	"Dinoponera quadriceps isolate SergipeBrazil2010 unplaced genomic scaffold: ASM131382v1 scaffold717: whole genome shotgun sequence &gt;gi|938147835|gb|KQ467880.1| Dinoponera quadriceps isolate SergipeBrazil2010 unplaced genomic scaffold scaffold717: whole genome shotgun sequence"	"Dinoponera quadriceps"	"Dinoponera"	0.815151515151515	"2759"	NA	NA	NA	NA	NA
"d0e88224-9e14-4dd2-b878-42b2252c5545 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=6050 ch=103 start_time=2017-01-26T18:32:32Z barcode=barcode09"	"AP11"	"JNB09"	904	0.873451024550352	0.936904265551981	"January"	"gi|1199895284|ref|NC_034942.1|"	90.31	392	38	19	75	454	97585	97201	496.022	"Dacrycarpus imbricatus chloroplast DNA: complete genome"	"Dacrycarpus imbricatus"	"Dacrycarpus"	0.433628318584071	"2759"	"35493"	NA	"1446378"	"3362"	NA
"935ab53d-2f02-494d-a74d-9c5fa4b9d0c8 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=2653 ch=104 start_time=2017-01-26T21:01:50Z barcode=barcode09"	"AP11"	"JNB09"	973	0.916216331993121	0.949881276637273	"January"	"gi|1699009|gb|U78718.1|GTU78718"	84.45	868	135	48	72	913	1678	2523	811.799	"Dugesia tigrina 26S ribosomal RNA gene: partial sequence"	"Dugesia tigrina"	"Dugesia"	0.892086330935252	"2759"	"6157"	NA	"6159"	"31262"	"6160"
"6a12c659-6389-457b-8f05-a51d73e9e471 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=2294 ch=113 start_time=2017-01-26T11:42:00Z barcode=barcode09"	"AP11"	"JNB09"	1230	0.885976066486424	0.936904265551981	"January"	"gi|1212787750|gb|KY347823.1|"	74.38	402	103	49	71	446	114	492	126.692	"Acanthocheilonema reconditum voucher ChieCal32 cytochrome c oxidase subunit 1 (COX1) gene: partial cds; mitochondrial"	"Acanthocheilonema reconditum"	"Acanthocheilonema"	0.326829268292683	"2759"	"6231"	"119089"	"6274"	NA	NA
"b79674a9-8eb5-4cec-9050-5cb0916d859c runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=562 ch=119 start_time=2017-01-26T01:04:41Z barcode=barcode09"	"AP11"	"JNB09"	393	0.876195539238751	0.936904265551981	"January"	"gi|1199895284|ref|NC_034942.1|"	88.35	249	29	16	73	312	112880	113121	285.504	"Dacrycarpus imbricatus chloroplast DNA: complete genome"	"Dacrycarpus imbricatus"	"Dacrycarpus"	0.633587786259542	"2759"	"35493"	NA	"1446378"	"3362"	NA
"61f729b5-d982-4927-b8bf-bcb94b47cb6c runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=4379 ch=120 start_time=2017-01-26T08:40:22Z barcode=barcode09"	"AP11"	"JNB09"	532	0.825194271836697	0.841510680753889	"January"	"gi|1199895284|ref|NC_034942.1|"	78.03	437	96	58	69	465	107468	107050	222.718	"Dacrycarpus imbricatus chloroplast DNA: complete genome"	"Dacrycarpus imbricatus"	"Dacrycarpus"	0.821428571428571	"2759"	"35493"	NA	"1446378"	"3362"	NA
"6b823938-618f-4cbd-bc4f-9298ffacdf0c runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=928 ch=124 start_time=2017-01-26T01:01:07Z barcode=barcode09"	"AP11"	"JNB09"	847	0.8616394197686	0.920567176527572	"January"	"gi|109631032|gb|DQ665952.1|"	86.29	423	58	25	77	489	826	419	436.93	"Artioposthia testacea 28S ribosomal RNA gene: partial sequence"	"Artioposthia testacea"	"Artioposthia"	0.499409681227863	"2759"	"6157"	NA	"6159"	"52317"	NA
"0424f526-2e19-4937-9aa0-2d137852007b runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=591 ch=12 start_time=2017-01-26T01:21:16Z barcode=barcode09"	"AP11"	"JNB09"	1272	0.946649780533372	0.974881135684904	"January"	"gi|751340586|ref|NW_011863726.1|"	84.18	550	87	42	140	656	1344775	1344235	496.022	"Bactrocera cucurbitae strain USDA-PBARC White Pupae T1 unplaced genomic scaffold: ASM80634v1 scaffold00062: whole genome shotgun sequence &gt;gi|736053043|gb|KN711641.1| Bactrocera cucurbitae strain USDA-PBARC White Pupae T1 unplaced genomic scaffold scaffold00062: whole genome shotgun sequence"	"Bactrocera cucurbitae"	"Bactrocera"	0.432389937106918	"2759"	"6656"	"50557"	"7147"	NA	NA
"f82e289b-a9a0-49e6-a657-7fa5235cfa83 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=4712 ch=134 start_time=2017-01-26T07:50:14Z barcode=barcode09"	"AP11"	"JNB09"	1998	0.8983307373411	0.949881276637273	"January"	"gi|301086461|gb|HM435245.1|"	82.98	141	24	8	89	224	289	152	121.153	"Canalirogas sp. BOLD:AAH8994 voucher NHMUK:BCLDQ1163 cytochrome oxidase subunit 1 (COI) gene: partial cds; mitochondrial"	"Canalirogas sp"	"Canalirogas"	0.0705705705705706	"2759"	"6656"	"50557"	"7399"	NA	NA
"6548b2a5-b937-48ab-9a58-25eb50aa0877 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=481 ch=144 start_time=2017-01-26T01:02:16Z barcode=barcode09"	"AP11"	"JNB09"	634	0.813920675065486	0.841510680753889	"January"	"gi|1199895284|ref|NC_034942.1|"	85.33	184	27	18	58	229	77737	77914	174.705	"Dacrycarpus imbricatus chloroplast DNA: complete genome"	"Dacrycarpus imbricatus"	"Dacrycarpus"	0.290220820189274	"2759"	"35493"	NA	"1446378"	NA	NA
"76421670-132b-4c85-ad93-f6aac9668230 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=7291 ch=148 start_time=2017-01-26T08:20:42Z barcode=barcode09"	"AP11"	"JNB09"	862	0.895663547884836	0.936904265551981	"January"	"gi|1199895284|ref|NC_034942.1|"	88.57	761	87	61	80	809	36341	35611	867.199	"Dacrycarpus imbricatus chloroplast DNA: complete genome"	"Dacrycarpus imbricatus"	"Dacrycarpus"	0.882830626450116	"2759"	"35493"	NA	"1446378"	"3362"	NA
"afd7292b-a26d-44ca-8253-b83e1a83a10e runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=579 ch=149 start_time=2017-01-26T00:45:05Z barcode=barcode09"	"AP11"	"JNB09"	974	0.880321528086916	0.936904265551981	"January"	"gi|1199895284|ref|NC_034942.1|"	86.69	676	90	68	76	693	22994	22329	688.074	"Dacrycarpus imbricatus chloroplast DNA: complete genome"	"Dacrycarpus imbricatus"	"Dacrycarpus"	0.694045174537988	"2759"	"35493"	NA	"1446378"	"3362"	NA
"926b21b7-b7c5-49f9-85e2-b3b25515cb50 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=183 ch=151 start_time=2017-01-26T00:21:34Z barcode=barcode09"	"AP11"	"JNB09"	772	0.93201771309546	0.968377223398316	"January"	"gi|33301599|gb|AY216702.1|"	87.99	708	85	38	86	768	838	144	802.566	"Girardia tigrina isolate I 28S ribosomal RNA gene: partial sequence &gt;gi|33301618|gb|AY216704.1| Dugesia dorotocephala isolate I 28S ribosomal RNA gene: partial sequence"	"Girardia tigrina"	"Girardia"	0.917098445595855	"2759"	"6157"	NA	"6159"	"31262"	NA
"51387f7e-da16-46ed-8730-997a074f7cb5 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=503 ch=153 start_time=2017-01-26T01:36:34Z barcode=barcode09"	"AP11"	"JNB09"	892	0.90544689191667	0.949881276637273	"January"	"gi|1199895284|ref|NC_034942.1|"	87.65	810	100	62	68	832	120506	119714	885.665	"Dacrycarpus imbricatus chloroplast DNA: complete genome"	"Dacrycarpus imbricatus"	"Dacrycarpus"	0.908071748878924	"2759"	"35493"	NA	"1446378"	"3362"	NA
"bc569043-88c4-42ea-ae12-481a776e0107 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=590 ch=155 start_time=2017-01-26T01:05:11Z barcode=barcode09"	"AP11"	"JNB09"	416	0.910006655696947	0.949881276637273	"January"	"gi|6686858|emb|Z99945.1|"	90.03	331	33	14	91	412	1617	1292	416.616	"Artioposthia triangulata 18S rRNA gene"	"Artioposthia triangulata"	"Artioposthia"	0.795673076923077	"2759"	"6157"	NA	"6159"	NA	NA
"5039704d-bfd5-4eef-8c7a-b30d3a565636 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=3753 ch=165 start_time=2017-01-26T06:52:29Z barcode=barcode09"	"AP11"	"JNB09"	804	0.896875990326531	0.936904265551981	"January"	"gi|4104159|gb|AF033044.1|AF033044"	88.79	696	78	48	74	748	1049	1717	809.953	"Artioposthia triangulata 18S ribosomal RNA gene: complete sequence"	"Artioposthia triangulata"	"Artioposthia"	0.865671641791045	"2759"	"6157"	NA	"6159"	NA	NA
"8898b0d9-70ca-40e9-a5b3-691176a6862a runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=5979 ch=165 start_time=2017-01-26T12:04:41Z barcode=barcode09"	"AP11"	"JNB09"	447	0.887181115308509	0.936904265551981	"January"	"gi|109631032|gb|DQ665952.1|"	86.39	338	46	24	71	396	559	884	348.29	"Artioposthia testacea 28S ribosomal RNA gene: partial sequence"	"Artioposthia testacea"	"Artioposthia"	0.756152125279642	"2759"	"6157"	NA	"6159"	"52317"	NA
"852629d9-b5d3-4c9e-9461-5fdb2c52fcd3 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=3704 ch=168 start_time=2017-01-26T07:38:38Z barcode=barcode09"	"AP11"	"JNB09"	442	0.936996597553041	0.974881135684904	"January"	"gi|16754833|emb|AJ313103.1|"	84.35	230	36	16	68	293	493	276	211.638	"Arthurdendyus triangulatus partial 18S rRNA gene: ITS1: 5.8S rRNA gene: ITS2 and partial 28S rRNA gene"	"Arthurdendyus triangulatus"	"Arthurdendyus"	0.520361990950226	"2759"	"6157"	NA	"6159"	"52317"	NA
"3fa9a955-2236-41c5-b879-dd7453b417c2 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=5887 ch=168 start_time=2017-01-26T12:11:06Z barcode=barcode09"	"AP11"	"JNB09"	1286	0.925659535984297	0.968377223398316	"January"	"gi|1699009|gb|U78718.1|GTU78718"	86.48	1265	171	84	87	1286	2240	995	1312.24	"Dugesia tigrina 26S ribosomal RNA gene: partial sequence"	"Dugesia tigrina"	"Dugesia"	0.983670295489891	"2759"	"6157"	NA	"6159"	"31262"	"6160"
